,raw_affiliation,DOI
921,"joint research unit ctfc–agrotecnio–cerca, av. alcalde rovira roure 191, lleida, catalonia e-25198, spain",1
922,"joint research unit ctfc–agrotecnio–cerca, av. alcalde rovira roure 191, lleida 25198, spain",1
923,"joint research unit ctfc–agrotecnio–cerca, av. alcalde rovira roure 191, e-25198 lleida, spain",1
924,"joint research unit ctfc–agrotecnio–cerca, av. alcalde rovira roure 191, 25198 lleida, spain",1
925,"joint research unit ctfc–agrotecnio–cerca, 25280 solsona, spain",1
926,"joint research unit ctfc–agrotecnio–cerca 25280 solsona, spain",1
927,"joint research unit ctfc–agrotecnio–cerca , av. alcalde rovira roure 191, lleida, catalonia e-25198 , spain",1
928,joint research unit ctfc–agrotecnio–cerca  lleida spain,1
929,"aquatic ecology group -university of vic -central university of catalonia, carrer de la laura, 13, 08500 vic, catalonia (spain).",1
930,"animal welfare education centre (awec) and department of animal and food science, universitat autònoma de barcelona (uab), 08193 bellaterra, catalonia, spain",1
931,"laboratory of biodiversity, functional ecology and global change (ecofun), multifunctional forest management program, forest science and technology centre of catalonia (ctfc), ctra. sant llorenç km 2, 25280 solsona, spain",1
932,"laboratory ecofun, forest science and technology centre of catalonia (cftc), 25280 solsona, spain",1
933,laboratorio de teledetección de la universidad de valladolid (latuv) valladolid spain,1
934,"laboratori d’anàlisi i gestió del paisatge, universitat de girona (udg), 17071 girona, catalonia, spain",1
935,"laboratori de botànica, facultat de farmàcia i ciències de l’alimentació, universitat de barcelona (ub), 08028 barcelona, catalonia, spain",1
936,"la garrotxa volcanic zone natural park, ministry of climate action, food and rural agenda, government of catalonia, barcelona, spain",1
937,"lincglobal, museo nacional de ciencias naturales, csic  madrid spain",1
938,"lincglobal, mncn, csic, madrid, spain",1
939,"linc-global, museo nacional de ciencias naturales (mncn, csic), serrano 115 dpdo, e-28006 madrid, spain",1
940,"joint research unit, ctfc-agrotecnio-cerca center, lleida, spain.",1
941,joint research unit centre de ciència i tecnologia forestal de catalunya (ctfc) ‐ agrotecnio solsona spain,1
942,"joint research unit ctfc—agrotecnio—cerca, solsona, spain",1
943,"joint research unit ctfc—agrotecnio—cerca, 25280 solsona, spain",1
944,"joint research unit ctfc—agrotecnio—cerca, ctra de sant llorenç de morunys, km 2, 25280 solsona, spain",1
945,"laboratory of functional ecology and global change (ecofun), forest science and technology centre of catalonia(ctfc), ctra. de sant llorenç de morunys, km 2, 25280, solsona, lleida, spain",1
946,"laboratory of functional ecology and global change (ecofun), forest science and technology centre of catalonia (ctfc), 25280 solsona, spain",1
947,"laboratory of functional ecology and global change (ecofun), centre de ciència i tecnologia forestal de catalunya (ctfc), solsona, spain",1
948,"autonomous university of barcelona, bellaterra (cerdanyola del vallès), catalonia e08193, spain",1
949,"autonomous university of barcelona (uab), bellaterra (cerdanyola del vallès), 08193, barcelona, spain",1
950,"asociación herpetológica española (a.h.e.), museo nacional de ciencias naturales (mncn-csic), madrid, spain",1
951,"asociación galega de custodia do territorio, 27003, lugo, spain",1
952,"asociación galega de custodia do territorio, 27003 lugo, spain",1
953,"area of ecology, department of biodiversity and environmental management, university of león, 24071 león, spain",1
954,"area de edafoloxía e química agrícola, spain",1
955,"area d'herpetologia bibio, museu de granollers—ciencies naturals  catalonia spain",1
956,"architect, 08009 barcelona, catalonia, spain",1
957,"archaeology of social dynamics, spanish national research council (institución milá y fontanals de investigación en humanidades - consejo superior de investigaciones científicas, imf-csic), barcelona 08001, spain",1
958,"aragon agency for research and development (araid), zaragoza, e-50018, spain",1
959,"aragon agency for research and development (araid), e-50018 zaragoza, spain",1
960,"aragon agency for research and development (araid), 50018, zaragoza, spain",1
961,"mediterranean forestry and natural resources management, school of agriculture, university of lisbon, portugal",1
962,"mediterranean facility (efimed), european forest institute, barcelona, spain",1
963,"medical research institute hospital del mar (imim), 08003, barcelona, spain",1
964,"mathematical and fluid physics department, faculty of sciences, universidad nacional de educación a distancia (uned), madrid, spain",1
965,"mathematical and fluid physics department, faculty of sciences, universidad nacional de educación a distancia (uned), madrid 28040, spain",1
966,"mathematical and fluid physics department, faculty of sciences, universidad nacional de educación a distancia (uned), 28040 madrid, spain",1
967,"master in mediterranean forestry, university of lleida, lleida, spain",1
968,"musc health university medical center, charleston, sc, usa",1
969,"landscape dynamics and biodiversity programme. forest sciences center of catalonia (ctfc), solsona, catalonia, spain",1
970,"landscape dynamics and biodiversity programme, forest science and technology center of catalonia (ctfc), solsona, catalonia, spain",1
971,"landscape dynamics and biodiversity programme, conservation biology group (gbic), forest science and technology center of catalonia (ctfc), solsona, catalonia, spain",1
972,"landscape dynamics and biodiversity program, forest science and technology centre of catalonia (ctfc-csic), crtra. sant llorenç de morunys, km 2, 25280 solsona, spain.",1
973,"landscape dynamics and biodiversity program, forest science and technology centre of catalonia (ctfc), crtra. sant llorenç de morunys, km 2, 25280 solsona, spain",1
974,landscape dynamics and biodiversity program ctfc—forest science and technology centre of catalonia  solsona spain,1
975,landscape dynamics and biodiversity forest sciences and technology centre of catalonia solsona spain,1
976,"laboratory of functional ecology and global change (ecofun), forest sciences centre of catalonia (ctfc), ctra. sant llorenç km.2, 25280 solsona, spain",1
977,multifunctional forest management programme joint research unit ctfc ‐ agrotecnio  solsona catalonia spain,1
978,"multifunctional forest management program, forest science and technology centre of catalonia (ctfc), ctra. st. llorenç de morunys, km 2, 25280 solsona, spain",1
979,"misión biolóxica de galicia-consejo superior de investigaciones científicas (mbg-csic), 15705 santiago de compostela, spain",1
980,"misión biolóxica de galicia, sede santiago centro superior de investigaciones cientificas (csic)  santiago de compostela spain",1
981,"misión biológica de galicia, consejo superior de investigaciones científicas (mbg‐csic)  pontevedra spain",1
982,"misión biológica de galicia, consejo superior de investigaciones científicas (mbg-csic), apdo 28, 36080, pontevedra, spain",1
983,"misión biológica de galicia del consejo superior de investigaciones científicas (mbg-csic), spain",1
984,"misión biológica de galicia del consejo superior de investigaciones científicas (mbg-csic), sede santiago de compostela, avda de vigo s/n, 15705, santiago de compostela, spain",1
985,"misión biológica de galicia - consejo superior de investigaciones científicas, 36143, pontevedra, spain",1
986,misión biológica de galicia (mbg‐csic) apdo. 28 36143 pontevedra spain,1
987,"misión biológica de galicia (mbg-csic), apdo 28, 36143 pontevedra, spain",1
988,"ministry of agriculture, livestock, fisheries and food, government of catalonia, josep pla, 10 la seu d'urgell, 25700 lleida, spain",1
989,"ministerio para la transici´on ecol´ogica y el reto demogr´afico, madrid, spain (spain)",1
990,"microbial and environmental genomics group, department of biology, universidad autónoma de madrid, madrid, spain.",1
991,"microbial and environmental genomics group, department of biology, universidad autónoma de madrid, 28049 madrid, spain",1
992,"meteorological service of catalonia, barcelona, spain",1
993,"pyrenean institute of ecology (ipe-csic), avda. ntra. sra. de la victoria 16, 22700, huesca, spain",1
994,"pyrenean institute of ecology (ipe), spanish national research council (csic), zaragoza, spain",1
995,"probelte s.a.u., murcia, spain",1
996,"population ecology group, institute for mediterranean studies, consell superior d’investigacions científiques and the university of the balearic islands, 07190 esporles, spain",1
997,"pediatric environmental health speciality unit (pehsu), department of pediatrics, clinical university hospital virgen of arrixaca, el palmar, murcia, spain",1
998,"pau costa foundation, av. mossèn cinto verdaguer, 42 esc. a bxs 2a, 08552 taradell, barcelona, spain",1
999,parc zoològic de barcelona parc de la ciutadella  barcelona spain,1
1000,"parc natural de l'alt pirineu, carrer de la riba, 1, 25595 llavorsí, spain",1
1001,"palombar - associação de conservação da natureza e do património rural, uva, vimioso, portugal",1
1002,"novia university of applied sciences, fi‑10600 ekenäs, finland",1
1003,"natural systems and resources department, universidad politécnica de madrid, madrid, spain",1
1004,natural systems and resources department universidad politécnica de madrid  madrid spain,1
1005,"natural sciences museum of granollers, granollers, spain",1
1006,"natural sciences museum of granollers francesc macià, 51 08402 granollers spain",1
1007,"national museum of natural sciences (csic, josé gutiérrez abascal 2, madrid 28006 - spain)",1
1008,"museo nacional de ciencias naturales, csic, madrid, spain",1
1009,"scuola di scienze agrarie, forestali, alimentari e ambientali, università della basilicata, italy",1
1010,"school of environmental sciences, university of liverpool, liverpool, l69 3gp, uk; joint research unit ctfc - agrotecnio - cerca, av. alcalde rovira roure 191, e25198, lleida, spain; department of agricultural and forest sciences and engineering, university of lleida, av. alcalde rovira roure 191, e25198, lleida, spain. electronic address: josucham@gmail.com.",1
1011,"school of environmental sciences, university of liverpool, liverpool, l69 3gp, uk; center for environmental studies in the mediterranean (ceam), university of alicante, alicante, spain. electronic address: vm.santana@ua.es.",1
1012,school of environmental sciences university of liverpool liverpool l69 3gp uk,1
1013,"school of biological sciences, university of reading, whiteknights, po box 217, reading, berkshire, rg6 6ah uk",1
1014,"school of biological sciences, university of reading, reading, uk",1
1015,"school of agrifood and forestry science and engineering, university of lleida, av. de l'alcalde rovira roure, 191, 25198, solsona, lleida, spain",1
1016,"school of agrifood and forestry engineering and veterinary medicine, university of lleida, lleida, spain",1
1017,"school of agricultural, forest, food and environmental sciences (safe), university of basilicata, 85100 potenza, italy",1
1018,"sibic, departament de ciència animal, universitat de lleida, lleida, spain",1
1019,"research unit of biodiversity (imib; uo-csic-pa). research building, c/ gonzalo gutiérrez quirós s/n, 33600 mieres, spain.",1
1020,research unit of biodiversity (imib,1
1021,"research group compasses-planning and management in social-ecological complex adaptive systems university of santiago de compostela. campus universitario, s/n 27002, lugo, spain",1
1022,"research centre in biodiversity and global change (cibc-uam), autonomous university of madrid, 28049 madrid, spain",1
1023,"reschem analytical limited, derby de21 4bj, uk",1
1024,pyrenean institute of ecology (ipe‐csic)  zaragoza spain,1
1025,"servicio de biodiversidad, departamento de agricultura, ganadería y medio ambiente, gobierno de aragón, 50001 zaragoza, spain",1
1026,"servicio territorial de medio ambiente, junta de castilla y león, duque de la victoria 5, e-47071 valladolid, spain",1
1027,"servicio territorial de medio ambiente, junta de castilla y león, duque de la victoria 5 , valladolid, castile and león e-47071 , spain",1
1028,"servicio regional de investigación y desarrollo agroalimentario del principado de asturias (serida), camino de rioseco 1225, la olla, deva 33394 gijón, spain.",1
1029,"servei de prevenció d'incendis forestals. departament d'acció climàtica, alimentació i agenda rural, generalitat de catalunya, barcelona, 08017, spain",1
1030,"servei de prevenció d'incendis forestals, departament d'agricultura ramaderia, pesca i alimentació, generalitat de catalunya, santa perpetua de mogoda, spain",1
1031,"servei de prevenció d'incendis forestals (generalitat de catalunya), santa perpètua de mogoda, barcelona, spain",1
1032,"servei de medi ambient, diputació de girona, girona, spain",1
1033,servei de gestió de parcs naturals diputació de barcelona  barcelona spain,1
1034,"servei de gestió sectorial a lleida, departament d'agricultura ramaderia, pesca i alimentació, generalitat de catalunya, lleida, spain",1
1035,"servei de fauna i flora, departament de territori i sostenibilitat, generalitat de catalunya, 08036 barcelona, catalonia, spain",1
1036,"sensors and ultrasonic technologies department, information and physics technologies institute, spanish national research council (csic) , madrid , spain",1
1037,"section of quality, environmental evaluation and environment—tragsatec-sepi, c/julian camarillo, 6b, sector d, 28037 madrid, spain",1
1038,"section of plant physiology, universitat de barcelona, barcelona 08028, spain",1
1039,"secció de sanitat ambiental i edafologia, facultat de farmàcia i ciències de l’alimentació, universitat de barcelona (ub), 08028 barcelona, catalonia, spain",1
1040,"scuola di scienze agrarie, forestali, alimentari, e ambientali, università della basilicata, potenza, italy",1
1041,"sustainable forest management research institute, university of valladolid & inia, av. de madrid 57, palencia 34004, spain",1
1042,"sustainable forest management research institute universidad de valladolid & inia, (spain)",1
1043,"sustainable forest management research institute (iufor), university of valladolid, palencia, spain",1
1044,"sustainable forest management research institute (iufor), universidad de valladolid & inia, valladolid, spain",1
1045,sustainable forest management research institute (spain),1
1046,"spanish national research council, 28006 madrid, spain",1
1047,"spanish national research council (instituto de historia - consejo superior de investigaciones científicas, ih-csic), 28037 madrid, spain",1
1048,"spanish national research council (csic), 08193 cerdanyola del vallès, spain",1
1049,spanish national research council (csic)  cerdanyola del vallès spain,1
1050,"spanish institute for agriculture and food research and technology (inia), forest research center (cifor), madrid, spain",1
1051,"southern sweden forest research centre, swedish university of agricultural sciences, alnarp, sweden",1
1052,"societat d’història natural de les balears (shnb), 07011 palma, catalonia, spain",1
1053,"sociedad ibérica de ictiología, departamento de biología ambiental, universidad de navarra, pamplona/iruña, spain",1
1054,"sociedad española de ornitología (seo/birdlife), madrid, spain",1
1055,"sistemática de plantas vasculares, real jardín botánico (rjb-csic), madrid, spain",1
1056,"servicio de espacios naturales, flora y fauna, dirección general de patrimonio natural y política forestal, consejería de medio ambiente, vivienda y ordenación del territorio, junta de castilla y león, 47014 valladolid, spain",1
1057,"terrestrial ecology group (teg), department of ecology, facultad de ciencias, universidad autónoma de madrid, c/ darwin 2, e-28049 madrid, spain, and centro de investigación en biodiversidad y cambio global (cibc-uam), universidad autónoma de madrid,",1
1058,"tecnosylva, s.l parque tecnológico de león, 24004, león, spain",1
1059,"tecnosylva, parque tecnológico de león, 24009, león, spain",1
1060,"tecnosylva, león, spain",1
1061,"tecnosylva, 24009 león, spain",1
1062,"technosylva, parque tecnológico de león, león, spain",1
1063,"technosylva inc., san diego, ca 92108, usa",1
1064,"technosylva inc., la jolla, ca, usa",1
1065,"technosylva inc., la jolla, ca 92037, usa",1
1066,technosylva inc. la jolla ca usa,1
1067,"technosylva inc, la jolla, ca, united states of america",1
1068,"technosylva inc , la jolla , california , united states of america",1
1069,"technical university in zvolen, t.g. masaryka 24, 96001 zvolen, slovakia",1
1070,"ticarum, university of murcia, murcia, spain",1
1071,"sustainable forestry management research institute (iufor), universidad de valladolid-inia, palencia 34071, spain.",1
1072,"sustainable forest management research institute, university of valladolid-inia, palencia, spain",1
1073,"upv - universitat politècnica de valència = universitad politecnica de valencia = polytechnic university of valencia (camino de vera, s/n 46022 valencia - spain)",1
1074,"upo - universidad pablo de olavide [sevilla] (ctra. de utrera, km. 1 41013, sevilla - spain)",1
1075,"upm - universidad politécnica de madrid (calle ramiro de maeztu, 7, 28040 madrid - spain)",1
1076,"uo-csic-pa), oviedo, mieres (spain).",1
1077,"uah - universidad de alcalá - university of alcalá (pza. san diego, s/n, \r\n28801 - alcalá de henares (madrid) - spain)",1
1078,"técnico superior en medio ambiente, vaersa-gva, generalitat valenciana, valencia, spain",1
1079,"tragsatec, tsup planificación y gestión hídrica, grupo tragsa -sepi, madrid, spain",1
1080,"terrestrial ecology group (teg‑uam), department of ecology, universidad autónoma de madrid, madrid, spain",1
1081,"terrestrial ecology group (teg-uam), department of ecology, universidad autónoma de madrid, madrid, spain; conservation biology group, landscape dynamics and biodiversity program, forest science and technology centre of catalonia (ctfc), solsona, spain; department of zoology and animal cell biology, faculty of pharmacy, university of the basque country (upv/ehu), paseo de la universidad 7, 01006 vitoria-gasteiz, alava, spain.",1
1082,"terrestrial ecology group (teg-uam), department of ecology, universidad autónoma de madrid, madrid, spain; centro de investigación en biodiversidad y cambio global, universidad autónoma de madrid (cibc-uam), madrid, spain. electronic address: juan.traba@uam.es.",1
1083,"terrestrial ecology group (teg-uam), department of ecology, universidad autónoma de madrid, madrid, spain; centro de investigación en biodiversidad y cambio global, universidad autónoma de madrid (cibc-uam), madrid, spain.",1
1084,"terrestrial ecology group (teg-uam), department of ecology, universidad autónoma de madrid, calle darwin 2, madrid 28049, spain",1
1085,"terrestrial ecology group (teg-uam), department of ecology, autonomous university of madrid, madrid, spain",1
1086,"terrestrial ecology group (teg-uam), department of ecology, autonomous university of madrid, 28049 madrid, spain;",1
1087,"terrestrial ecology group (teg), department of ecology, universidad autónoma de madrid, c/ darwin 2, 28049 madrid, spain",1
1088,"terrestrial ecology group (teg), department of ecology, facultad de ciencias, universidad autónoma de madrid, c/ darwin 2, e-28049 madrid, spain.",1
1089,"área de ecología, departamento de botánica, ecología y fisiología vegetal, facultad de ciencias, universidad de córdoba. campus de rabanales, 14014, córdoba, spain",1
1090,universidad politécnica de madrid  madrid spain,1
1091,"unitat mixta d'investigació irta-uab en sanitat animal, centre de recerca en sanitat animal (cresa), universitat autònoma de barcelona (uab) campus, 08193 bellaterra, catalonia, spain",1
1092,"unitat mixta d'investigació irta-uab en sanitat animal, centre de recerca en sanitat animal (cresa), campus de la universitat autònoma de barcelona (uab), 08193, bellaterra, catalonia, spain",1
1093,"unit of applied artificial intelligence, eurecat, centre tecnològic de catalunya, barcelona, spain",1
1094,"unit of applied artificial intelligence, eurecat, centre tecnològic de catalunya, 08005, barcelona, spain",1
1095,"unit of applied artificial intelligence, eurecat, centre tecnològic de catalunya, 08005 barcelona, spain",1
1096,"unidad de recursos forestales, centro de investigación y tecnología agroalimentaria de aragón, gobierno de aragón, zaragoza, spain",1
1097,"unidad de recursos forestales, centro de investigación y tecnología agroalimentaria de aragón (cita), avda. montañana 930, e-50059 zaragoza, spain",1
1098,unidad mixta de investigación ctfc‐agrotecnio‐cerca  solsona spain,1
1099,unidad asociada i+d+i al csic gestión forestal sostenible  palencia spain,1
1100,"uvicucc - universitat de vic-universitat central de catalunya [manresa, spain] (spain)",1
1101,"uva - universidad de valladolid [valladolid] (c/plaza de santa cruz, 8, 47002 valladolid - spain)",1
1102,"usda forest service international visitor program, college of forestry, oregon state university, corvallis, or 97333, usa",1
1103,"usda forest service international visitor program, college of forestry, oregon state university, 321 richardson hall, corvallis, or 97331, usa",1
1104,"upv / ehu - university of the basque country = euskal herriko unibertsitatea (barrio sarriena s/n, \r\n48940 leioa, \r\nbizkaia - spain)",1
1105,"universidad de alcalá, grupo de ecología y restauración forestal, departamento ciencias de la vida, campus universitario, madrid, spain",1
1106,"universidad de alcalá, alcala de henares, spain",1
1107,"animal ecology and demography unit, imedea (csic-uib), c/. miquel marquès 21, 07190 esporles, mallorca, illes balears, spain",1
1108,"animal demography and ecology unit, institute for mediterranean studies (imedea), csic-uib, 07190 esporles, spain",1
1109,"animal biology lab. departament de ciències ambientals, universitat de girona, c. maria aurèlia capmany 69, girona, catalonia 17003, spain",1
1110,andalusian center for the assessment and monitoring of global change (caescg) universidad de almería  almería spain,1
1111,"aiguamolls de l'empordà natural park, 17486 castelló d'empúries, catalonia, spain",1
1112,"agència de salut pública de barcelona, barcelona, spain",1
1113,"agrotecnio cerca center, 25198 lleida, spain",1
1114,"agroforetsry group, fruit tree program, institute of agrifood research and technology (irta), torre marimon, 08140 caldes de montbui, spain",1
1115,"agroforestry departament, etsea – universitat de lleida. av. rovira roure 191, 25198 lleida, spain.",1
1116,"agroecology and food systems chair, environment & food dpt., faculty of sciences and technology, university of vic-central university of catalonia, sagrada família 7, 08500 vic (barcelona), spain.",1
1117,"agrifood research and technology centre of aragon cita, montañana 930, e-50059, zaragoza, spain",1
1118,"water systems and global change group, wageningen university, p.o. box 47, 6700 aa wageningen, the netherlands",1
1119,"área de ecología, dpto. de botánica, ecología y fisiología vegetal, facultad de ciencias universidad de córdoba  córdoba españa",1
1120,"área de ecología, dpto. de botánica, ecología y fisiología vegetal, facultad de ciencias universidad de córdoba  campus de rabanales córdoba 14071 spain",1
1121,") joint research unit ctfc -agrotecnio -cerca, carretera de sant llorenç de morunys, km 2, 25280 solsona (spain);",1
1122,"vicerectorat de recerca, universitat de barcelona, barcelona, spain",1
1123,"université clermont auververgne, inrae, vetagro sup, urep  clermont‐ferrand france",1
1124,"university of the basque country, (upv), leioa, spain",1
1125,"agrifood institute of aragon (ia2-unizar-cita), spain",1
1126,"azti, marine research, marine and coastal environmental management, pasaia, gipuzkoa, spain",1
1127,"azti, investigación marina, gestión ambi-ental de mares y costas, pasaia, guipúzkoa, spain",1
1128,araid‐departamento de sistemas agrícolas forestales y medio ambiente centro de investigación y tecnología agroalimentaria de aragón (cita) zaragoza 50059 spain,1
1129,"aleb (active learning in ecology and biotechnology), c/ las moreras, 5, 30149, el siscar (santomera) murcia, spain",1
1130,"agrotecnioforest science and technology centre of catalonia (ctfc), solsona, spain",1
1131,"agrotecnio mixed unit, forest sciences centre of catalonia (ctfc) carretera de sant llorenç de morunys  lleida spain",1
1132,"agrotecnio mixed research unit, forest science centre of catalonia (ctfc), 25280 solsona, spain",1
1133,"agrotecnio (center for research in agrotechnology), av. alcalde rovira roure 191, lleida, e-25198 spain",1
1134,a.re.na.—asesores en recursos naturales  lugo spain,1
1135,"a.re.na, asesores en recursos naturales, s.l, 27003, lugo, spain",1
1136,"water and environmental engineering group, center for technological innovation in construction and civil engineering (citeec), universidade da coruña, spain",1
1137,"agrifood institute of aragon– ia2 - (university of zaragoza-cita), miguel servet 177, 50013 zaragoza, spain",1
1138,"agrifood institute of aragon– ia2 - (cita-university of zaragoza), miguel servet 177, 50013 zaragoza, spain",1
1139,"agrifood institute of aragon-ia2 -(cita-university of zaragoza), miguel servet 177, 50013 zaragoza, spain.",1
1140,"iufor-eifab, campus duques de soria, universidad de valladolid, 42004, soria, spain",1
1141,"iufor- sustainable forest management, research institute, university of valladolid, 34004 palencia, spain",1
1142,"iufor, sustainable forest management research institute, university of valladolid & inia, spain",1
1143,"iufor, sustainable forest management research institute, university of valladolid & inia, palencia, spain",1
1144,"iufor, sustainable forest management research institute uva-inia, ctra. de la coruña km 7,5, e-28040 madrid, spain",1
1145,"iufor, instituto universitario de investigación en gestión forestal sostenible, universidad de valladolid, spain",1
1146,[email protected],1
1147,"wildlife section, department of animal science, university of lleida, av. alcalde rovira roure 191, 25198 lleida, spain",1
1148,"wildlife conservation medicine research group (wildcom), department of animal medicine and surgery, universitat autònoma de barcelona (uab), 08193 bellaterra, catalonia, spain",1
1149,"wildlife conservation medicine research group (wildcom), departament de medicina i cirurgia animals, universitat autònoma de barcelona, 08193, bellaterra, catalonia, spain",1
1150,") department of agricultural and forest sciences and engineering, university of lleida, 25198 lleida (spain); (",1
1151,"university of eastern finland, department of geography and land management, joensuu, finland",1
1152,"13 mediterranean agronomic institute , zaragoza , spain",1
