raw_affiliation,DOI
"Research Unit, Fundación Piel Sana de la Academia Española de Dermatología y Venereología (AEDV)  Madrid Spain",1
"Research Unit, Fundación Piel Sana Academia Española de Dermatología y Venereología  Madrid Spain",1
"Research Unit, Department of Family Medicine, Distrito Sanitario Atención Primaria Sevilla, 41010 Sevilla, Spain",1
"Research Unit, Costa del Sol Hospital University of Málaga, Instituto de Investigación Biomédica de Málaga (IBIMA)  Marbella Spain",1
"Research Unit, Basurto Universitary Hospital, Bilbao, Spain",1
"Research Unit of Spanish Society of Rheumatology, 28001 Madrid, Spain",1
Research Unit of Spanish Society of Rheumatology,1
Research Unit Hospital General Mancha‐Centro  Alcázar de San Juan Spain,1
"Research Unit Fundación Piel Sana, Academia Española de Dermatología y Venereología  Madrid Spain",1
Research Unit Fundación Piel Sana Academia Española de Dermatología y Venereología  Madrid Spain,1
"Research Support Unit Lleida, Fundació Institut Universitari per a la recerca a l'Atenció Primària de Salut Jordi Gol i Gurina (IDIAPJGol), Lleida, Spain",1
Research Support Unit Hospital General La Mancha Centro  Alcázar de San Juan Spain,1
"Research Programme on Biomedical Informatics (GRIB), Hospital del Mar Research Institute, Barcelona, Spain",1
"Research Programme on Biomedical Informatics (GRIB), Hospital Del Mar Medical Research Institute (IMIM), Department of Medicine and Life Sciences (MELIS), Universitat Pompeu Fabra (UPF), Barcelona, Spain",1
"Research Programme on Biomedical Informatics (GRIB), Department of Medicine and Life Sciences (MELIS), Hospital del Mar Research Institute (IMIM), Universitat Pompeu Fabra , Barcelona, Spain",1
"Research Group on Nutritional Epidemiology & Cardiovascular Physiopathology (NUTRECOR), Health Research Institute of the Balearic Islands (IdISBa), Palma de Mallorca, 07120 Spain",1
"Research Program on Biomedical Informatics, Universitat Pompeu Fabra, Barcelona, Spain",1
"Research Program on Biomedical Informatics (GRIB). Hospital del Mar Research Institute (IMIM), Barcelona, Spain",1
"Research Program in Lymphoid Malignancies, Research Institute Against Leukemia Josep Carreras, Barcelona, Spain.",1
"Research Program in Cancer, Hospital del Mar Research Institute, Barcelona, Spain.",1
Research Network on Health Services in Chronic Diseases (REDISSEC),1
"Research Network in Primary Addiction Care (RIAPAd), Spain",1
"Research Institute of Health Sciences (IUNICS), University of the Balearic Islands (UIB), Palma, Spain",1
"Research Institute of Biomedical and Health Sciences, University of Las Palmas de Gran Canaria , Las Palmas , Spain",1
Research Institute of Biomedical and Health Sciences IUIBS University of Las Palmas de Gran Canaria  Las Palmas 35001 Spain,1
"Research Institute of Biomedical and Health Sciences (IUIBS), University of Las Palmas de Gran Canaria, 35001 Las Palmas, Spain",1
"Research Institute of Biomedical and Health Sciences (IUIBS), University of Las Palmas de Gran Canaria & Centro Hospitalario Universitario Insular Materno Infantil (CHUIMI), Canarian Health Service, Las Palmas de Gran Canaria, Spain",1
"Research Institute of Biomedical and Health Sciences (IUIBS), University of Las Palmas de Gran Canaria & Centro Hospitalario Universitario Insular Materno Infantil (CHUIMI), Canarian Health Service, 35016 Las Palmas de Gran Canaria, Spain",1
"Research Institute Hospital 12 de Octubre (I + 12), Madrid, Spain",1
Research Group on Nutritional Epidemiology &amp; Cardiovascular Physiopathology (NUTRECOR) Health Research Institute of the Balearic Islands (IdISBa)  Palma de Mallorca 07120 Spain,1
"Research Group on Nutritional Epidemiology & Cardiovascular Physiopathology, Health Research Institute of the Balearic Islands (IdISBa). University Hospital Son Espases, 07120 Palma, Spain",1
Research Programme on Biomedical Informatics (GRIB) Hospital del Mar Research Institute  Barcelona Spain,1
"Radiation Oncology Department, Virgen del Rocío University Hospital, Av. Manuel Siurot, S/n, 41013 Sevilla, Spain",1
"Radiation Oncology Department, University Hospital of Leon, C. Altos de Nava, s/n, 24071 León, Spain",1
"Radiation Oncology Department, Santa Lucia General University Hospital, C. Minarete, s/n, 30202 Cartagena, Spain",1
"Radiation Oncology Department, Parc de Salut Mar, Universitat Autònoma de Barcelona, Barcelona, Spain",1
"Radiation Oncology Department, La Paz University Hospital, P.° de la Castellana, 261, 28046 Madrid, Spain",1
"Radiation Oncology Department, La Fe Polytechnic University Hospital, Av. Fernando Abril Martorell, 106, 46026 Valencia, Spain",1
"Radiation Oncology Department, Institut Català d’Oncologia, L’Hospitalet de Llobregat, Spain",1
"Radiation Oncology Department, Institut Català d’Oncologia, Girona, Spain",1
"Radiation Oncology Department, Institut Català d’Oncologia, Badalona, Spain",1
"Radiation Oncology Department, Institut Català d'Oncologia, Hospital Duran i Reynals, Avda Gran Via de l'Hospitalet, 199-203, 08908, L'Hospitalet de Llobregat, Spain",1
"Radiation Oncology Department, Institut Català d'Oncologia Girona, Avda de França,0, 17007, Girona, Spain",1
"Radiation Oncology Department, Institut Català d'Oncologia Badalona, Carretera del Canyet s/n, 08916, Badalona, Spain",1
"Radiation Oncology Department, Hospital del Mar, Edifici B, -2. C/ del Gas s/n, 08003, Barcelona, Spain",1
"Radiation Oncology Department, Hospital del Mar, 08003 Barcelona, Spain",1
"Radiation Oncology Department, Hospital de la Santa Creu i Sant Pau, C/ Sant Antoni Maria Claret 167, 08025, Barcelona, Spain",1
"Red de Investigación en Servicios de Salud en Enfermedades Crónicas (REDISSEC) , C. de Irunlarrea, 3, 31008 Pamplona , Spain",1
"Radiation Oncology Department, Hospital Universitario HM Sanchinarro, Madrid, Spain",1
"Radiation Oncology Department, Hospital Universitari Vall d'Hebron, Pass. de la Vall d'Hebron 119, 08035, Barcelona, Spain",1
"Radiation Oncology Department, Hospital Universitari Sant Joan de Reus, Universitat Rovira I VIrgili, Reus, Spain",1
"Radiation Oncology Department, Hospital Universitari Sant Joan de Reus, Avda Doctor Josep Laporte 2, 43204, Reus, Spain",1
"Radiation Oncology Department, Hospital Universitari Arnau de Vilanova, Av. Alcalde Rovira Roure, 80, 25198, Lleida, Spain",1
"Radiation Oncology Department, Hospital Clínic de Barcelona, C/ Villarroel 170, 08036, Barcelona, Spain",1
"Radiation Oncology Department, Hospital Carlos Haya, Málaga, Spain",1
"Radiation Oncology Department, Gregorio Marañón University General Hospital, C. Dr. Esquerdo, 46, 28007 Madrid, Spain",1
"Radiation Oncology Department, Del Mar Hospital, Passeig Maritim 25, 08003 Barcelona, Spain",1
"Radiation Oncology Department, De La Ribera Hospital, km 1, Ctra. Corbera, 46600 Alzira, Spain",1
"Radiation Oncology Department, Castellón Provincial Hospital, Av. del Dr. Clarà, 19, 12002 Castellón de La Plana, Spain",1
"Radiation Oncology Department, Cabueñes University Hospital, Los Prados, 395, 33394 Gijón, Spain",1
"Radiation Oncology Department, Araba Txagorritxu University Hospital, Jose Atxotegi Kalea, s/n, 01009 Gasteiz, Spain",1
"Radiation Oncology Department Institut Català d'Oncologia ‐ ICO, L'Hospitalet de Llobregat  Barcelona Spain",1
"Radiation Oncology Departement, Hospital Universitari Arnau de Vilanova, Av. Alcalde Rovira Roure, 80, 25198, Lleida, Spain",1
"Radiation Oncology Department, Hospital Universitario Rey Juan Carlos, Móstoles, Spain",1
"Red de Investigación Renal (REDINREN – RD16/0009), Instituto de Salud Carlos III, Madrid, Spain",1
"Real-World Evidence Solutions, IQVIA, Madrid, Spain",1
"ReDPyD group from the Spanish Society of Hospital Pharmacy (SEFH), Tenerife, Canarias, Spain",1
"ReDPyD group from the Spanish Society of Hospital Pharmacy (SEFH) , Tenerife, Canarias , Spain",1
"Ramón y Cajal, 28034 Madrid, Spain",1
Rafael Cantón. Servicio de Microbiología. Hospital Universitario Ramón y Cajal-IRYCIS. Madrid. Spain. rafael.canton@salud.madrid.org.,1
"Radiotherapy Department, Miguel Servet University Hospital, Zaragoza, Spain",1
"Radiología Vascular e Intervencionista, Servicio de Radiología, Hospital del Mar, Barcelona, Spain",1
"Radiology and Nuclear Medicine Department, Hospital del Mar, Barcelona, Spain",1
"Radiology Department, Vall d'Hebron University Hospital, Barcelona, Spain",1
"Radiology Department, Sant Joan de Déu Children Hospital, Barcelona, Spain",1
"Radiology Department, Hospital del Mar/Parc de Salut Mar, Barcelona, Spain",1
"Radiology Department, Hospital del Mar, Barcelona, Spain",1
"Radiology Department, Hospital del Mar, 08003 Barcelona, Spain",1
"Radiology Department, Hospital de Bellvitge, L'Hospitalet de Llobregat, Barcelona, Spain",1
"Radiation Oncology Department, de Cruces University Hospital, Plaza de Cruces, 48903 Barakaldo, Spain",1
"Radiology Department CDI, Hospital Clinic of Barcelona, Barcelona, Spain",1
"Radiation Physics and Radioprotection Department, Hospital Universitari Arnau de Vilanova, Lleida, Spain",1
"Radiation Oncology, Parc de Salut Mar, Barcelona, Spain",1
"Radiation Oncology, Institut Català d'Oncologia, Hospital Josep Trueta, Barcelona, Spain",1
"Radiation Oncology, Institut Català d'Oncologia, Hospital Duran i Reynals, Hospitalet de Llobregat, Barcelona, Spain",1
"Radiation Oncology, Institut Català d'Oncologia, Hospital Can Ruti, Badalona, Spain",1
"Radiation Oncology, Hospital de la Santa Creu i Sant Pau, Barcelona, Spain",1
"Radiation Oncology, Hospital Universitario Doctor Negrín, Las Palmas de Gran Canaria, Spain",1
"Radiation Oncology, Hospital Universitari Vall d'Hebron, Vall d'Hebron Barcelona Hospital Campus, Barcelona, Spain",1
"Radiation Oncology, Hospital Universitari Arnau de Vilanova, Lleida, Spain",1
"Radiation Oncology, Hospital Sant Joan de Reus, Reus, Tarragona, Spain",1
"Radiation Oncology, Hospital Clínic, ICMHO (Institut Clínic de Malalties Hematològiques i Oncològiques), Barcelona, Spain",1
"Radiation Oncology, Consorci Sanitari de Terrassa, Hospital de Terrassa, Terrassa, Spain",1
"Radiation Oncology, Consorci Sanitari de Terrassa, Fundació Althaia, Manresa, Spain",1
"Radiation Oncology Department. Ramón y Cajal University Hospital, Madrid, Spain",1
"Radiology Department, Hospital Clinic Barcelona and Magnetic Resonance Image Core facility, Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS), Barcelona, Spain",1
"Rheumatology Department, Hospital Universitario de la Princesa , Madrid, Spain",1
"Rheumatology Department, Hospital Universitario de la Princesa , Madrid",1
"Rheumatology Department, Hospital Universitario de La Princesa, Madrid, Spain",1
"Rheumatology Department, Hospital Universitario de Jerez de la Frontera , Cádiz, Spain",1
"Rheumatology Department, Hospital Universitario de Jerez de la Frontera , Cádiz",1
"Rheumatology Department, Hospital Universitario de Gran Canaria Dr. Negrín , Las Palmas de Gran Canaria, Spain",1
"Rheumatology Department, Hospital Universitario de Gran Canaria Dr. Negrín , Las Palmas de Gran Canaria",1
"Rheumatology Department, Hospital Universitario Virgen de la Arrixaca, Murcia, Spain",1
"Rheumatology Department, Hospital Universitario Virgen de Valme, Sevilla, Spain",1
"Rheumatology Department, Hospital Universitario Virgen de La Arrixaca, Murcia, Spain",1
"Rheumatology Department, Hospital Universitario Reina Sofia, Córdoba, Spain",1
"Rheumatology Department, Hospital Universitario Ramón y Cajal, Madrid, Spain",1
"Rheumatology Department, Hospital Universitario Puerta de Hierro, Madrid, Spain",1
"Rheumatology Department, Hospital Universitario Marqués de Valdecilla, Santander, Spain",1
"Rheumatology Department, Hospital Universitario La Princesa, IIS La Princesa, Madrid, Spain",1
"Research Unit, Hospital Costa del Sol, Marbella, Spain",1
"Rheumatology Department, Hospital Universitario Infanta Sofía, Madrid, Spain",1
"Rheumatology Department, Hospital Universitario Guadalajara, Guadalajara, Spain",1
"Rheumatology Department, Hospital Universitario Fundación Alcorcón, Madrid, Spain",1
"Rheumatology Department, Hospital Universitario Dr. Negrin, Gran Canaria, Spain",1
"Rheumatology Department, Hospital Universitario Araba, Instituto de Investigación BIORABA, Universidad del País Vasco, Vitoria-Gasteiz, Spain",1
"Rheumatology Department, Hospital Universitario 12 de Octubre , Madrid, Spain",1
"Rheumatology Department, Hospital Universitari de Bellvitge, Barcelona, Spain",1
"Rheumatology Department, Hospital Universitari MútuaTerrassa, Terrassa, Spain",1
"Rheumatology Department, Hospital Universitari Germans Trias i Pujol, Badalona, Spain",1
"Rheumatology Department, Hospital U. 12 Octubre, Madrid, Spain",1
"Rheumatology Department, Hospital Son Llatzer, Palma, Spain",1
"Rheumatology Department, Hospital Monte Naranco, Oviedo, Spain",1
"Rheumatology Department, Hospital La Mancha Centro, Alcázar de San Juan, Spain",1
"Rheumatology Department, Hospital Juan Canalejo, A Coruña, Spain",1
"Rheumatology Department, Hospital General Universitario de Alicante, Alicante, Spain",1
"Rheumatology Department, Hospital Universitario Infanta Sofía, San Sebastián de los Reyes, Spain",1
"Rheumatology Unit, Hospital Clinic, Barcelona, Spain",1
"Rheumatology Unit, Consorci Sanitari de l'Alt Penedès, Spain",1
"Rheumatology Unit, Complexo Hospitalario U. de A Coruña, A Coruña, Spain",1
"Rheumatology Unit, Althaia Xarxa Assistencial Universitària, Manresa, Spain",1
Rheumatology Unit,1
"Rheumatology Service, University Hospital Parc Taulí (I3PT), Medicine Department UAB, Barcelona, Spain",1
"Rheumatology Service, Parc de Salut Mar (PSMAR), Barcelona, Spain",1
"Rheumatology Service, Hospital del Mar, Passeig Marítim de la Barceloneta, 25, 29, Barcelona 08003, Spain",1
"Rheumatology Service, Hospital del Mar, Barcelona, Spain; IMIM (Hospital Del Mar Medical Research Institute), PRBB, Barcelona, Spain.",1
"Rheumatology Service, Hospital del Mar, Barcelona, Spain.",1
"Rheumatology Service, Hospital Universitario y Politécnico La Fe, Avinguda de Fernando Abril Martorell, 106, València 46026 , Spain",1
"Rheumatology Service, Hospital Universitario Ramón y Cajal, M-607, km. 9, 100, Madrid 28034, Spain",1
"Rheumatology Service, Hospital Universitario Ramón y Cajal, M-607 km. 9, 100, Madrid 28034, Spain",1
"Rheumatology Service, Hospital Universitario Fundación Jiménez Díaz, Av. de los Reyes Católicos 2, Madrid 28040, Spain",1
"Rheumatology Service, Hospital Universitario Basurto, Montevideo Etorb. 18, Bilbao 48013, Spain",1
"Rheumatology Department, Hospital Universitario, 12 de Octubre , Madrid, Spain",1
"Rheumatology Service, Hospital Universitari Arnau de Vilanova, Av. Alcalde Rovira Roure, 80, Lleida 25198, Spain",1
"Rheumatology Research Group, Vall Hebron Research Institute, 08035, Barcelona, Spain",1
"Rheumatology Department, Parc de Salut Mar/Hospital del Mar-IMIM, 08003 Barcelona, Spain",1
"Rheumatology Department, Parc de Salut Mar-Hospital del Mar-IMIM, Barcelona, Spain",1
"Rheumatology Department, León University Health Care Complex, León, Spain.",1
"Rheumatology Department, Hospital del Mar-Parc de Salut Mar , Barcelona, Spain",1
"Rheumatology Department, Hospital del Mar-Parc de Salut MAR, Barcelona, Spain.",1
"Rheumatology Department, Hospital del Mar, Spain",1
"Rheumatology Department, Hospital del Mar, 08003 Barcelona, Spain",1
"Rheumatology Department, Hospital del Mar , Barcelona, Spain",1
"Rheumatology Department, Hospital del Mar , Barcelona",1
"Rheumatology Department, Hospital de la Santa Creu i Sant Pau, Spain",1
"Rheumatology Department, Hospital de la Santa Creu I Sant Pau, 08041 Barcelona, Spain",1
"Rheumatology Department, Hospital de San Rafael, Barcelona, Spain",1
"Rheumatology Department, Hospital Vall d'Hebron, Barcelona, Spain",1
"Rheumatology Service, Hospital Universitari Bellvitge, Carrer de la Feixa Llarga, s/n, Barcelona, L'Hospitalet de Llobregat 08907 , Spain",1
"Respiratory Department, Hospital Universitary Son Espases, Palma de Mallorca, CibeRes, Spain",1
"Respiratory Department, Hospital Universitario y Politécnico La Fe, 46003 Valencia, Spain",1
"Respiratory Department, Hospital Universitario y Politecnico La Fe, Valencia, Spain",1
"Respiratory Department, Hospital Universitario Marqués de Valdecilla, Santander, Spain",1
"Respiratory Department, Hospital Universitario Cruces, Osakidetza, Biocruces Bizkaia Health Research Institute, CibeRes, Barakaldo, Spain",1
"Respiratory Department, Hospital Universitario Basurto, Bilbao, Spain",1
"Respiratory Department, Hospital San Carlos, Madrid, Spain",1
"Respiratory Department, Hospital San Agustín, 33401 Avilés, Spain",1
"Respiratory Department, Hospital San Agustin, Aviles, Spain",1
"Respiratory Department, Hospital Regional de Málaga, Málaga, Spain",1
"Respiratory Department, Hospital Regional Universitario de Málaga, 29009 Málaga, Spain",1
"Respiratory Department, Hospital Ramón y Cajal, 28015 Madrid, Spain",1
"Respiratory Department, Hospital Ramon y Cajal, Madrid, Spain",1
"Respiratory Department, Hospital Plató, Barcelona, Spain",1
"Respiratory Department, Hospital Lucus Augusti, Lugo, Spain",1
"Rheumatology Department, Hospital General Universitario Dr Balmis Alicante/ISABIAL/Universidad Miguel Hernandez, Alicante, Spain",1
"Respiratory Department, Hospital La Paz, 28046 Madrid, Spain",1
"Respiratory Department, Hospital General de Asturias, Oviedo, Spain",1
"Respiratory Department, Hospital Clinic, CIBERES, BRN, Barcelona, Spain.",1
"Respiratory Department, Hospital Clinic, 08035 Barcelona, Spain",1
"Respiratory Department, Complejo Hospitalario Navarra, Pamplona, Spain",1
"Respiratory Department, Central University Hospital, 33011 Oviedo, Spain",1
"Research net REDInREN 016/0009, Instituto Salud Carlos III, Madrid, Spain",1
"Research group in nursing care (GRECI), Hospital del Mar Institute of Medical Research (IMIM) , Barcelona, España",1
"Research and Development Unit, Parc Sanitari Sant Joan de Déu, Institut de Recerca Sant Joan de Déu, Barcelona, Spain.",1
"Research and Development Center (CID-CSIC), Jordi Girona 18, 08034 Barcelona, Spain",1
"Research Unit, University Hospital Son Espases-Health Research Institute of the Balearic Islands (IdISBa), Palma, Spain",1
"Research Unit, University Hospital Son Espases-Health Research Institute of the Balearic Islands (IdISBa), Microbiology Department, University Hospital Son Espases, Crtra. Valldemossa 79, 07010, Palma, Spain",1
"Research Unit, Spanish Society of Rheumatology",1
"Research Unit, Hospital Universitario de Canarias, Tenerife, Spain.",1
"Research Unit, Hospital Costa del Sol, Málaga, Spain",1
"Respiratory Department, Hospital Lucus Augusti, 27080 Lugo, Spain",1
"Rheumatology Department, Hospital Comarcal d'Amposta, Amposta, Spain",1
"Rheumatology Department, Hospital Comarcal Alt Penedès-Garraf (CSAPG), Espirall s/n, 08720, Vilafranca del Penedès, Spain",1
"Rheumatology Department, Hospital Clínico San Carlos, Madrid, Spain",1
"Rheumatology Department, Hospital Clínic de Barcelona and IDIBAPS, Barcelona, Spain",1
"Rheumatology Department, Hospital Clínic de Barcelona , Barcelona, Spain",1
"Rheumatology Department, Hospital Clinico Universitario de Santiago, Santiago de Compostela, Spain",1
"Rheumatology Department, Hospital Clinic, Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS), Spain",1
"Rheumatology Department, Gran Canaria University Hospital Doctor Negrin, Las Palmas de Gran Canaria, Spain.",1
"Rheumatology Department, Fundació Clínic per a la Recerca Biomèdica, Barcelona, Spain",1
"Rheumatology Department, Complexo Hospitalario Universitario de Ourense, Ourense, Spain",1
"Rheumatology Department, Complejo Hospitalario Universitario de Vigo , Vigo, Spain",1
"Rheumatology Department, Complejo Hospitalario Universitario de Vigo",1
"Rheumatology Department, Complejo Hospitalario Universitario de Pontevedra, Pontevedra, Spain",1
"Rheumatology Department, Complejo Asistencial Universitario de León, León, Spain",1
"Rheumatology Department, Clínica Universidad de Navarra, Madrid, Spain",1
"Respiratory Department, Hospital de la Santa Creu i San Pau, CibeRes, Barcelona, Spain",1
"Rheumatology Department, Araba University Hospital, Vitoria, Spain; Research Institute BIOARABA, Spain; País Vasco University, Spain. Electronic address: jcalvo@ser.es.",1
"Rheumatology Department, 12 de Octubre University Hospital, Madrid, Spain.",1
"Reumatology Department, Hospital del Mar, Barcelona, Spain",1
"Respiratoty Service, Basurto Universitary Hospital, Bilbao, Spain",1
"Respiratory Group, Biocruces Bizkaia Health Research Institute, Barakaldo, Spain",1
"Respiratory Dept, Hospital General Universitario Gregorio Marañón, Madrid, Spain",1
"Respiratory Department, Instituto de Investigación Sanitaria, Hospital Universitario de la Princesa, 28015 Madrid, Spain",1
"Respiratory Department, Hospital Álvaro Cunqueiro, Vigo, Spain",1
"Respiratory Department, Hospital la Princesa, Madrid, Spain",1
"Respiratory Department, Hospital la Paz, Madrid, Spain",1
"Respiratory Department, Hospital del Mar-IMIM, Parc de Salut Mar, 08003 Barcelona, Spain",1
"Respiratory Department, Hospital del Mar-IMIM, CEXS, UPF, CIBERES, BRN, Barcelona, Spain.",1
"Respiratory Department, Hospital del Mar-IMIM, CEXS, CIBERES, Barcelona, Spain",1
"Respiratory Department, Hospital del Mar, CibeRes, Barcelona, Spain",1
"Respiratory Department, Hospital del Mar, Barcelona, Spain",1
"Rheumatology Department, Centre d'Atenció Especialitzada Cornellà de Llobregat, Barcelona, Spain",1
"Department of Construction and Manufacturing Engineering, University of Oviedo, Oviedo, Spain",1
"Department of Construction and Manufacturing Engineering, Polytechnic School of Engineering of Gijón, University of Oviedo, 33204 Gijón, Spain",1
"Department of Computer Sciences. University Jaume I, Castellon, Spain",1
"Department of Computer Languages and Systems, University Jaume I, Castelló de la Plana, Spain",1
"Department of Computer Languages and Systems, Universitat Jaume I, 12071 Castellon, Spain",1
"Department of Colorectal and Gastrointestinal Surgery, Hospital Universitario Gregorio Marañón, 28009 Madrid, Spain",1
"Department of Colorectal and Gastrointestinal Surgery, Hospital General Universitario de Elche, 03203 Alicante, Spain",1
"Department of Colorectal Surgery, Vall d'Hebron University Hospital, Barcelona, Spain",1
"Department of Clinical and Health Psychology, Autonomous University of Barcelona, Cerdanyola del Vallès, Spain",1
"Department of Clinical and Health Psychology, Autonomous University of Barcelona, Barcelona, Spain",1
"Department of Clinical Sciences, University of Fernando Pessoa Canarias, Las Palmas de Gran Canaria, Spain",1
"Department of Clinical Pharmacology, Hospital Universitario de La Princesa, Instituto de Investigación Sanitaria La Princesa, Universidad Autónoma de Madrid, Diego de León 62, 28006, Madrid, Spain",1
"Department of Clinical Pharmacology, Clinical Research Support Unit (HUB-IDIBELL), Bellvitge University Hospital, L'Hospitalet de Llobregat, Barcelona, Spain",1
"Department of Clinical Pharmacology, Area Medicament, Hospital Clinic of Barcelona, 08036 Barcelona, Spain",1
Hospital Clínico Universitario de Valencia Unidad de hospitalización de psiquiatría y toxicomanía  Valencia Spain,1
"Department of Clinical Oncology, Hospital Universitario Insular, Las Palmas de Gran Canaria, Spain",1
"Department of Clinical Oncology, Hospital Universitari Sant Joan de Reus URV, IISPV, Reus, Spain",1
"Department of Clinical Oncology, Hospital General Universitario de Elche, Elche, Spain",1
"Department of Clinical Microbiology and Infectious Diseases, Hospital Gregorio Marañón, Madrid, Spain",1
"Department of Clinical Microbiology and Infectious Diseases, Gregorio Marañon University Hospital; Instituto de Investigación Biomédica Gregorio Marañón; Universidad Complutense de Madrid, Madrid, Spain. CIBERES (CB06/06/0058), Madrid, Spain",1
"Department of Clinical Genetics, Hospital Infantil Universitario Niño Jesús, Madrid, Spain",1
"Department of Clinical Foundations, Pharmacology Unit, University of Barcelona, Barcelona, Spain",1
"Department of Clinical Foundations, Pharmacology Unit University of Barcelona  Barcelona Spain",1
"Department of Clinical Farmacology, Hospital Clinic and Medical Statistics Core Facility, Institut d’Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS), Barcelona, Spain",1
"Department of Clinical Epidemiology, Hospital de la Santa Creu i Sant Pau, Barcelona. CIBER Epidemiología y Salud Pública (CIBERESP),",1
"Department of Clinical Chemistry, Hospital Clínico Universitario Valladolid, Valladolid, Spain",1
"Department of Child and Adolescent Psychiatry, Institute of Psychiatry, Psychology & Neuroscience, King’s College London , London , UK",1
"Department of Child and Adolescent Psychiatry, Institute of Psychiatry and Mental Health, Hospital General Universitario Gregorio Marañón School of Medicine, Universidad Complutense, IiSGM, CIBERSAM , Madrid , Spain",1
"Department of Child and Adolescent Psychiatry, Institute of Psychiatry and Mental Health, Hospital General Universitario Gregorio Marañon, CIBERSAM, IiSGM, School of Medicine, Universidad Complutense, Madrid, Spain",1
"Department of Child and Adolescent Psychiatry, Institute of Psychiatry and Mental Health Hospital General Universitario Gregorio Marañón  Madrid Spain",1
"Department of Clinical Oncology, Hospital Universitario La Fé, Valencia, Spain",1
Department of Dermatology Hospital Universitario Vírgen de Valme  Sevilla Spain,1
Department of Dermatology Hospital Universitario Virgen del Rocío  Seville Spain,1
Department of Dermatology Hospital Universitario Reina Sofía  Córdoba Spain,1
Department of Dermatology Hospital Universitario Reina Sofía  Cordoba Spain,1
Department of Dermatology Hospital Universitario Puerto Real  Cádiz Spain,1
Department of Dermatology Hospital Universitario Parque Tecnológico de la Salud  Granada Spain,1
Department of Dermatology Hospital Universitario Nuestra Señora de Candelaria  Santa Cruz de Tenerife Spain,1
Department of Dermatology Hospital Universitario Marqués de Valdecilla  Santander Spain,1
"Department of Dermatology Hospital Universitario Insular, Universidad de las Palmas de Gran Canaria  La Palmas de Gran Canaria Spain",1
Department of Dermatology Hospital Universitario Gregorio Marañón Madrid Spain,1
Department of Dermatology Hospital Universitario Fundación Alcorcon  Madrid Spain,1
Department of Dermatology Hospital Universitari i Politècnic La Fe  Valencia Spain,1
"Department of Dermatology Hospital Universitari Sagrat Cor, Grupo Quirónsalud  Barcelona Spain",1
"Department of Dermatology Hospital Universitari Sagrat Cor, Grupo Quiron salud Barcelona Spain",1
"Department of Critical Care, Critical Illness Research Group (GREPAC), Barcelona, Spain",1
Department of Dermatology Hospital Mútua de Terrassa  Terrassa Spain,1
Department of Dermatology Hospital General de Alicante Alicante Spain,1
Department of Dermatology Hospital General Universitario Gregorio Marañón  Madrid Spain,1
Department of Dermatology Hospital Fundación Jiménez Diaz  Madrid Spain,1
Department of Dermatology Hospital Del Mar IMIM Universitat Autònoma y Universitat Pompeu Fabra  Barcelona Spain,1
Department of Dermatology Hospital Clínico Universitario de Valladolid  Valladolid Spain,1
Department of Dermatology Hospital Clínico Universitario Virgen de la Arrixaca  Murcia Spain,1
Department of Dermatology Hospital Clínic i Provincial de Barcelona  Barcelona Spain,1
Department of Dermatology Hospital Clínic i Provincial  Barcelona Spain,1
Department of Dermatology Hospital Clínic de Barcelona  Barcelona Spain,1
Department of Dermatology Hospital Arnau de Vilanova  València Spain,1
Department of Dermatology Fundación Jiménez‐Díaz  Madrid Spain,1
Department of Dermatology Complejo Asistencial Universitario de León  Leon Spain,1
Department of Dermatology Clínica Universidad de Navarra Pamplona Spain,1
"Department of Critical Care, Hospital Universitario HM Sanchinarro, Hospitales Madrid, Madrid 28050, Spain",1
Department of Dermatology Hospital Universitari Sagrat Cor Grupo Hospitalario Quirónsalud Barcelona Spain,1
"Department of Cardiology, Hospital Universitario La Paz, Madrid, Spain",1
"Department of Cardiology, Hospital Universitario Juan Ramón Jiménez, Huelva, Spain.",1
"Department of Cardiology, Hospital Universitario Fundación Alcorcón, Madrid, Spain",1
"Department of Cardiology, Hospital Universitario 12 de Octubre, Instituto de Investigación Sanitaria Hospital 12 de Octubre (imas12), CIBER-CV, Madrid, Spain.",1
"Department of Cardiology, Hospital Universitari de Bellvitge, Barcelona, Spain.",1
"Department of Cardiology, Hospital Txagorritxu, 01009 Vitoria, Spain",1
"Department of Cardiology, Hospital Sierrallana, Torrelavega, Spain",1
"Department of Cardiology, Hospital General Universitario Gregorio Marañón, Madrid, Spain.",1
"Department of Cardiology, Hospital Clínico Universitario de Valladolid, 47005 Valladolid, Spain",1
"Department of Cardiology, Hospital Clínico Universitario Lozano Blesa, Zaragoza, Spain.",1
"Department of Cardiology, Hospital Clínico San Carlos, Madrid, Spain.",1
"Department of Cardiology, Hospital Clínic, Barcelona, Spain",1
"Department of Cardiology, Hospital Clinic, Institut d'Investigacions Biomèdiques August Pi i Sunyer, Barcelona, Spain.",1
"Department of Cardiology, Hospital Arnau de Vilanova, Valencia, Spain",1
"Department of Child and Adolescent Psychiatry, Hospital Sant Joan de Déu de Barcelona , Esplugues de Llobregat , Spain",1
Department of Cardiology University Hospital of Alava  Vitoria 01009 Spain,1
